Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry
0,005930,KR7005930003,삼성전자,KOSPI,,335000,1,36000,12.04,326000,339000,325000,17830779,5922222820250,1958503333680000,5846278608,STK,,통신 및 방송 장비 제조업
1,000660,KR7000660001,SK하이닉스,KOSPI,,2275000,1,174000,8.28,2281000,2304000,2241000,2447687,5573468117000,1621397880375000,712702365,STK,,반도체 제조업
2,402340,KR7402340004,SK스퀘어,KOSPI,,1406000,1,178000,14.5,1349000,1407000,1315000,695587,950804274000,185533490716000,131958386,STK,,기타 금융업
3,005935,KR7005931001,삼성전자우,KOSPI,,213500,1,20000,10.34,206000,215000,205000,2884414,608921457750,171306251840500,802371203,STK,,
4,009150,KR7009150004,삼성전기,KOSPI,,1809000,1,4000,0.22,1965000,1991000,1805000,985062,1868641396500,135120896064000,74693696,STK,,전자부품 제조업
5,005380,KR7005380001,현대차,KOSPI,,634000,1,37000,6.2,635000,644000,625000,682495,432289471000,129816423644000,204757766,STK,,자동차용 엔진 및 자동차 제조업
6,373220,KR7373220003,LG에너지솔루션,KOSPI,,404000,1,19500,5.07,399500,414000,394000,237422,95917814250,94536000000000,234000000,STK,,일차전지 및 이차전지 제조업
7,032830,KR7032830002,삼성생명,KOSPI,,397500,1,32500,8.9,392500,406500,383000,170192,67301870250,79500000000000,200000000,STK,,보험업
8,028260,KR7028260008,삼성물산,KOSPI,,441000,1,31000,7.56,440000,460500,435000,352199,156724541500,71515903221000,162167581,STK,,기타 전문 도매업
9,329180,KR7329180004,HD현대중공업,KOSPI,,660000,1,14000,2.17,667000,678000,651000,223187,147940898500,69274408500000,104961225,STK,,선박 및 보트 건조업
10,000270,KR7000270009,기아,KOSPI,,168100,1,12100,7.76,162800,168900,160800,975683,161032119600,65628424963800,390412998,STK,,자동차용 엔진 및 자동차 제조업
11,207940,KR7207940008,삼성바이오로직스,KOSPI,,1317000,1,31000,2.41,1320000,1326000,1291000,22716,29736337500,60965182467000,46290951,STK,,기초 의약물질 제조업
12,034020,KR7034020008,두산에너빌리티,KOSPI,,93800,1,5200,5.87,93300,95000,92400,1511272,141496815200,60084635494800,640561146,STK,,일반 목적용 기계 제조업
13,105560,KR7105560007,KB금융,KOSPI,,166400,1,14900,9.83,156000,166600,153700,786745,126918444950,59020038937600,354687734,STK,,기타 금융업
14,012330,KR7012330007,현대모비스,KOSPI,,635000,1,59000,10.24,615000,648000,605000,454970,285792897500,57615190205000,90732583,STK,,자동차 신품 부품 제조업
15,012450,KR7012450003,한화에어로스페이스,KOSPI,,1085000,1,71000,7.0,1035000,1095000,1028000,118666,127122424500,55946290085000,51563401,STK,,"항공기,우주선 및 부품 제조업"
16,055550,KR7055550008,신한지주,KOSPI,,104900,1,8000,8.26,99400,104900,97700,695508,70903182400,49791242468900,474654361,STK,,기타 금융업
17,006400,KR7006400006,삼성SDI,KOSPI,,558000,1,59500,11.94,531000,570000,520000,369747,204622001000,44966725740000,80585530,STK,,일차전지 및 이차전지 제조업
18,034730,KR7034730002,SK,KOSPI,,611000,1,36000,6.26,609000,620000,601000,81548,49831767500,44299151533000,72502703,STK,,기타 금융업
19,267260,KR7267260008,HD현대일렉트릭,KOSPI,,1156000,1,123000,11.91,1107000,1156000,1049000,224431,248908904500,41670488060000,36047135,STK,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
20,035420,KR7035420009,NAVER,KOSPI,,260750,1,36750,16.41,232000,263000,231000,3308017,824292908500,40904837092000,156873776,STK,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
21,068270,KR7068270008,셀트리온,KOSPI,,175800,1,9600,5.78,171000,176900,169200,335099,58208399400,38963145391200,221633364,STK,,기초 의약물질 제조업
22,066570,KR7066570003,LG전자,KOSPI,,238500,1,12500,5.53,236500,247500,232000,1779724,426511121000,38847986163000,162884638,STK,,통신 및 방송 장비 제조업
23,010120,KR7010120004,LS ELECTRIC,KOSPI,,234000,1,4500,1.96,242000,243500,230000,851700,200141944500,35100000000000,150000000,STK,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
24,042660,KR7042660001,한화오션,KOSPI,,114400,1,9900,9.47,117400,117400,111900,1280915,145266030900,35053692273600,306413394,STK,,선박 및 보트 건조업
25,086790,KR7086790003,하나금융지주,KOSPI,,124800,1,10000,8.71,116200,125000,115400,553524,67280295450,34241094950400,274367748,STK,,기타 금융업
26,042700,KR7042700005,한미반도체,KOSPI,,339000,1,48000,16.49,306000,339500,298000,2631623,852072527000,32310835800000,95312200,STK,,특수 목적용 기계 제조업
27,298040,KR7298040007,효성중공업,KOSPI,,3460000,1,214000,6.59,3539000,3565000,3313000,42626,145981013000,32262936080000,9324548,STK,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
28,005490,KR7005490008,POSCO홀딩스,KOSPI,,388500,1,30500,8.52,377500,389500,373500,229629,87718856250,30785333239500,79241527,STK,,1차 철강 제조업
29,006800,KR7006800007,미래에셋증권,KOSPI,,54000,1,2900,5.68,54200,55900,52900,2516940,136602844250,30216611520000,559566880,STK,,금융 지원 서비스업
30,000810,KR7000810002,삼성화재,KOSPI,,663000,3,0,0.0,685000,695000,652000,57469,38225247000,29601274599000,44647473,STK,,보험업
31,000150,KR7000150003,두산,KOSPI,,1741000,1,120000,7.4,1765000,1920000,1725000,86001,154114189000,28193466735000,16193835,STK,,전자부품 제조업
32,009540,KR7009540006,HD한국조선해양,KOSPI,,396000,1,20500,5.46,388000,397500,381000,111975,43882795500,28026153936000,70773116,STK,,기타 금융업
33,011070,KR7011070000,LG이노텍,KOSPI,,1096000,1,24000,2.24,1163000,1192000,1085000,234595,265278177000,25939149272000,23667107,STK,,전자부품 제조업
34,010130,KR7010130003,고려아연,KOSPI,,1242000,1,78000,6.7,1220000,1250000,1211000,10000,12312499500,25924227498000,20872969,STK,,1차 비철금속 제조업
35,015760,KR7015760002,한국전력,KOSPI,,39000,1,3100,8.64,37850,39200,37425,1922794,73325671750,25036599003000,641964077,STK,,전기업
36,051910,KR7051910008,LG화학,KOSPI,,343000,1,26500,8.37,331500,347500,328000,161899,55031389750,24213173649000,70592343,STK,,기초 화학물질 제조업
37,010140,KR7010140002,삼성중공업,KOSPI,,27350,1,2050,8.1,26450,27400,26300,2696456,72687012875,24068000000000,880000000,STK,,선박 및 보트 건조업
38,316140,KR7316140003,우리금융지주,KOSPI,,31550,1,1400,4.64,30800,31600,30200,1068386,33275888675,23160107896000,734076320,STK,,기타 금융업
39,017670,KR7017670001,SK텔레콤,KOSPI,,107600,1,7600,7.6,102800,108500,102600,1136898,121070591550,23111409702800,214790053,STK,,전기 통신업
40,064350,KR7064350002,현대로템,KOSPI,,205000,1,16600,8.81,192000,206000,188000,371624,73064491450,22374170065000,109142293,STK,,그외 기타 운송장비 제조업
41,307950,KR7307950006,현대오토에버,KOSPI,,728000,1,18000,2.54,742000,765000,723000,121660,89970609500,19964658896000,27423982,STK,,소프트웨어 개발 및 공급업
42,267250,KR7267250009,HD현대,KOSPI,,251500,1,6000,2.44,252500,255000,245000,77554,19491922000,19866760877500,78993085,STK,,기타 금융업
43,033780,KR7033780008,KT&G,KOSPI,,187900,1,2800,1.51,188900,190000,185100,122952,23059278650,19505984682400,103810456,STK,,담배 제조업
44,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,351500,1,4500,1.3,355500,358000,346000,225024,79335966250,18835599564500,53586343,KSQ,우량기업부,자연과학 및 공학 연구개발업
45,011200,KR7011200003,HMM,KOSPI,,19930,1,1080,5.73,19230,20100,19010,1076702,21079772495,18798732742100,943237970,STK,,해상 운송업
46,035720,KR7035720002,카카오,KOSPI,,42500,1,3200,8.14,41350,42700,40300,2055743,85774997550,18774993715000,441764558,STK,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
47,018260,KR7018260000,삼성에스디에스,KOSPI,,242500,1,13000,5.66,239000,247750,234000,304545,73249205250,18764116500000,77377800,STK,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
48,272210,KR7272210006,한화시스템,KOSPI,,98400,1,9800,11.06,92300,100400,91300,743571,71604498900,18589667877600,188919389,STK,,전자부품 제조업
49,138040,KR7138040001,메리츠금융지주,KOSPI,,110100,1,4100,3.87,108000,110100,106000,179815,19554939850,18424934757300,167347273,STK,,기타 금융업
50,096770,KR7096770003,SK이노베이션,KOSPI,,107200,1,4000,3.88,105800,109600,104500,301674,32295410750,18122458873600,169052788,STK,,석유 정제품 제조업
51,003670,KR7003670007,포스코퓨처엠,KOSPI,,200500,1,15800,8.55,194900,205500,192200,140734,28047376250,17833717110000,88946220,STK,,일차전지 및 이차전지 제조업
52,024110,KR7024110009,기업은행,KOSPI,,22200,1,1250,5.97,21150,22350,21000,1571255,34335786400,17702854291800,797425869,STK,,은행 및 저축기관
53,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,174800,1,10500,6.39,172200,178600,169600,346307,60365790400,17100759863200,97830434,KSQ,중견기업부,일차전지 및 이차전지 제조업
54,079550,KR7079550000,LIG디펜스앤에어로스페이스,KOSPI,,777000,1,13000,1.7,764000,797000,758000,104121,81128637500,17094000000000,22000000,STK,,무기 및 총포탄 제조업
55,003550,KR7003550001,LG,KOSPI,,110600,1,3100,2.88,111500,113000,109500,275667,30637260000,16721835642400,151192004,STK,,기타 금융업
56,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,118400,1,9600,8.82,115600,120100,112400,794982,93157389500,16075896396800,135776152,KSQ,중견기업부,기타 금융업
57,086280,KR7086280005,현대글로비스,KOSPI,,211500,1,15700,8.02,206500,212500,202500,137958,28760336750,15862500000000,75000000,STK,,기타 운송관련 서비스업
58,278470,KR7278470000,에이피알,KOSPI,,404500,2,-6000,-1.46,416500,423000,400500,122567,49675867500,15143733697500,37438155,STK,,기타 화학제품 제조업
59,000720,KR7000720003,현대건설,KOSPI,,132600,1,9900,8.07,138500,139700,130400,634540,84659992000,14765774439000,111355765,STK,,토목 건설업
60,030200,KR7030200000,KT,KOSPI,,56800,2,-3200,-5.33,58300,58300,56500,389762,22248100900,14314831708000,252021685,STK,,전기 통신업
61,047810,KR7047810007,한국항공우주,KOSPI,,144100,1,2200,1.55,144100,146700,141500,274682,39580900050,14046162918700,97475107,STK,,"항공기,우주선 및 부품 제조업"
62,071050,KR7071050009,한국금융지주,KOSPI,,244500,1,14500,6.3,242000,245750,236000,129540,31310876500,13625005044000,55725992,STK,,기타 금융업
63,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,665000,1,60000,9.92,630000,683000,620000,146827,96549201500,12900905570000,19399858,KSQ,기술성장기업부,특수 목적용 기계 제조업
64,010950,KR7010950004,S-Oil,KOSPI,,110800,2,-2300,-2.03,112800,113000,108700,202686,22372205550,12474173353600,112582792,STK,,석유 정제품 제조업
65,006260,KR7006260004,LS,KOSPI,,398000,1,24500,6.56,405500,414000,383500,91152,36164488000,12417600000000,31200000,STK,,기타 금융업
66,323410,KR7323410001,카카오뱅크,KOSPI,,24300,1,900,3.85,23800,24400,23250,659790,15790247700,11594026619100,477120437,STK,,은행 및 저축기관
67,005940,KR7005940002,NH투자증권,KOSPI,,32150,1,950,3.04,32400,32550,31400,380849,12186906825,11456471463350,356344369,STK,,금융 지원 서비스업
68,443060,KR7443060009,HD현대마린솔루션,KOSPI,,251500,1,6000,2.44,251000,262000,244000,131422,33198089750,11275615190000,44833460,STK,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
69,259960,KR7259960003,크래프톤,KOSPI,,240500,1,7500,3.22,238000,241500,233500,68950,16424941500,11095946816500,46136993,STK,,소프트웨어 개발 및 공급업
70,0126Z0,KR70126Z0002,삼성에피스홀딩스,KOSPI,,440500,1,6500,1.5,440500,445000,430750,18037,7882335500,10960983084500,24883049,STK,,기타 금융업
71,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,235500,2,-10000,-4.07,267500,283000,229500,3657217,914774026250,10946303995500,46481121,KSQ,우량기업부,특수 목적용 기계 제조업
72,016360,KR7016360000,삼성증권,KOSPI,,120000,1,8200,7.33,119000,121000,117000,253379,30162325400,10716000000000,89300000,STK,,금융 지원 서비스업
73,047050,KR7047050000,포스코인터내셔널,KOSPI,,59750,1,1650,2.84,60100,60300,58300,196337,11625345350,10511386583000,175922788,STK,,상품 중개업
74,352820,KR7352820005,하이브,KOSPI,,229500,1,11500,5.28,221500,230000,218500,164767,37157904000,9891966145500,43102249,STK,,오디오물 출판 및 원판 녹음업
75,003490,KR7003490000,대한항공,KOSPI,,26850,1,2050,8.27,26300,27000,26100,1986427,52939671600,9886724747850,368220661,STK,,항공 여객 운송업
76,005830,KR7005830005,DB손해보험,KOSPI,,149500,1,9500,6.79,144000,150800,143300,96860,14385595600,9792302175500,65500349,STK,,보험업
77,039490,KR7039490008,키움증권,KOSPI,,373000,1,31500,9.22,366500,374500,357500,73669,27106557250,9783161868000,26228316,STK,,금융 지원 서비스업
78,028050,KR7028050003,삼성E&A,KOSPI,,48700,1,3150,6.92,52000,52100,47900,1696469,83598187475,9545200000000,196000000,STK,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
79,064400,KR7064400005,LG씨엔에스,KOSPI,,96000,1,3000,3.23,97200,99200,94900,1110343,107511213000,9301051008000,96885948,STK,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
80,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,73800,1,2700,3.8,74000,74500,71400,202224,14780168400,9141980092200,123875069,STK,,고무제품 제조업
81,007660,KR7007660004,이수페타시스,KOSPI,,124000,1,800,0.65,131200,131800,120700,1179317,146267362700,9102743156000,73409219,STK,,전자부품 제조업
82,047040,KR7047040001,대우건설,KOSPI,,21950,1,1500,7.33,23850,24600,21525,12593997,286332776500,9019422654100,410907638,STK,,건물 건설업
83,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,180400,1,39400,27.94,163100,181500,150100,3138915,527119571850,8854735740400,49083901,KSQ,우량기업부,특수 목적용 기계 제조업
84,353200,KR7353200009,대덕전자,KOSPI,,177800,1,21000,13.39,166800,178500,151300,1820509,300458355300,8786329265000,49416925,STK,,전자부품 제조업
85,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),103150,1,150,0.15,108000,108800,102400,207456,21826342450,8740523557500,84736050,KSQ,외국기업(소속부없음),기초 의약물질 제조업
86,003230,KR7003230000,삼양식품,KOSPI,,1155000,2,-21000,-1.79,1206000,1212000,1137000,28579,33047242000,8700632325000,7533015,STK,,기타 식품 제조업
87,005387,KR7005382007,현대차2우B,KOSPI,,247000,1,11500,4.88,245500,250000,243000,99307,24470075500,8636090710000,34963930,STK,,
88,000880,KR7000880005,한화,KOSPI,,120800,1,3200,2.72,123500,126000,120300,77844,9528001200,8517356615200,70507919,STK,,기타 화학제품 제조업
89,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,108200,1,8400,8.42,101300,109500,99100,2345613,247176739600,8246122170000,76211850,KSQ,우량기업부,전자부품 제조업
90,180640,KR7180640005,한진칼,KOSPI,,122500,1,4100,3.46,121800,124000,120000,60086,7337107200,8178379177500,66762279,STK,,기타 금융업
91,001440,KR7001440007,대한전선,KOSPI,,38950,1,2000,5.41,39000,39550,38000,2399715,92924169450,7633911614200,195992596,STK,,절연선 및 케이블 제조업
92,000990,KR7000990002,DB하이텍,KOSPI,,174200,1,19000,12.24,162100,176000,154200,1291280,213278189000,7578499229600,43504588,STK,,반도체 제조업
93,454910,KR7454910001,두산로보틱스,KOSPI,,114400,1,5100,4.67,113000,119300,110500,1182717,136171230750,7415405712000,64819980,STK,,특수 목적용 기계 제조업
94,267270,KR7267270007,HD건설기계,KOSPI,,149900,1,6800,4.75,158300,158500,143900,376738,56476053450,7183492360300,47921897,STK,,특수 목적용 기계 제조업
95,062040,KR7062040001,산일전기,KOSPI,,232500,1,19500,9.15,233500,238000,222000,173901,40143110750,7118185125000,30615850,STK,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
96,326030,KR7326030004,SK바이오팜,KOSPI,,90500,1,2000,2.26,91000,91700,88200,71606,6441382350,7087349125000,78313250,STK,,자연과학 및 공학 연구개발업
97,034220,KR7034220004,LG디스플레이,KOSPI,,14160,1,1310,10.19,13540,14380,13440,6014288,84096000400,7080000000000,500000000,STK,,전자부품 제조업
98,011790,KR7011790003,SKC,KOSPI,,139200,2,-800,-0.57,145400,146300,138500,407691,57316952300,6904083081600,49598298,STK,,기타 화학제품 제조업
99,004170,KR7004170007,신세계,KOSPI,,729000,1,15000,2.1,725000,758000,681000,105199,76209399000,6885536949000,9445181,STK,,종합 소매업
100,039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,557000,1,53000,10.52,507000,564000,500000,365782,195020670000,6861989350000,12319550,KSQ,우량기업부,특수 목적용 기계 제조업
101,078930,KR7078930005,GS,KOSPI,,73800,1,2100,2.93,73500,74700,72200,128820,9475680550,6855687531000,92895495,STK,,기타 금융업
102,032640,KR7032640005,LG유플러스,KOSPI,,15990,1,600,3.9,15390,16020,15330,882166,13856364740,6786599434680,424427732,STK,,전기 통신업
103,090430,KR7090430000,아모레퍼시픽,KOSPI,,113200,1,1400,1.25,112900,114500,111800,105272,11902220350,6621380318800,58492759,STK,,기타 화학제품 제조업
104,009830,KR7009830001,한화솔루션,KOSPI,,37650,1,700,1.89,38000,38800,37100,1062571,40341149700,6471753980400,171892536,STK,,기초 화학물질 제조업
105,021240,KR7021240007,코웨이,KOSPI,,91400,2,-600,-0.65,92900,93000,90400,104051,9538233550,6468142736400,70767426,STK,,그외 기타 개인 서비스업
106,241560,KR7241560002,두산밥캣,KOSPI,,66300,1,1900,2.95,67900,68200,65100,197568,13106539050,6355257109500,95856065,STK,,특수 목적용 기계 제조업
107,028300,KR7028300002,HLB,KOSDAQ,중견기업부,47700,1,300,0.63,48350,48700,47000,314393,15042620950,6353555237100,133198223,KSQ,중견기업부,의료용품 및 기타 의약 관련제품 제조업
108,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,267500,1,4500,1.71,299500,300000,265000,169956,46766168250,6274873760000,23457472,KSQ,중견기업부,의약품 제조업
109,000100,KR7000100008,유한양행,KOSPI,,78400,1,2000,2.62,77700,79000,77000,125958,9828331550,6244371918400,79647601,STK,,의약품 제조업
110,377300,KR7377300009,카카오페이,KOSPI,,45550,1,750,1.67,45650,45950,44500,173548,7849738525,6160923326250,135256275,STK,,금융 지원 서비스업
111,029780,KR7029780004,삼성카드,KOSPI,,51900,1,4750,10.07,47700,52000,46750,480953,24299675450,6013076442900,115858891,STK,,기타 금융업
112,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,71500,4,16500,30.0,57300,71500,56600,15289429,1017392342450,5884450000000,82300000,KSQ,우량기업부,특수 목적용 기계 제조업
113,036570,KR7036570000,NC,KOSPI,,270500,1,10500,4.04,265500,272000,256000,78766,20996897500,5827657951000,21544022,STK,,소프트웨어 개발 및 공급업
114,005385,KR7005381009,현대차우,KOSPI,,248000,1,13500,5.76,246000,250000,244500,50050,12369380500,5788558080000,23340960,STK,,
115,010060,KR7010060002,OCI홀딩스,KOSPI,,310000,1,26500,9.35,305000,329250,289000,265372,82485816500,5787771920000,18670232,STK,,기타 금융업
116,138930,KR7138930003,BNK금융지주,KOSPI,,18140,1,1320,7.85,17210,18170,16840,777709,13765028800,5629332378620,310327033,STK,,기타 금융업
117,066970,KR7066970005,엘앤에프,KOSPI,,138400,1,12600,10.02,133900,142300,130000,259551,35658949600,5614603311200,40567943,STK,,일차전지 및 이차전지 제조업
118,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,237750,1,250,0.11,244000,253500,237000,112567,27344839750,5543699962500,23317350,KSQ,기술성장기업부,기초 의약물질 제조업
119,271560,KR7271560005,오리온,KOSPI,,139300,1,1200,0.87,138400,139700,134500,31941,4420255150,5507383187600,39536132,STK,,기타 식품 제조업
120,128940,KR7128940004,한미약품,KOSPI,,423000,1,12000,2.92,422500,434500,411500,68926,29021621750,5419049193000,12810991,STK,,의약품 제조업
121,023530,KR7023530009,롯데쇼핑,KOSPI,,189500,2,-12500,-6.19,201500,206000,188400,138311,26878520850,5360719072500,28288755,STK,,종합 소매업
122,001040,KR7001040005,CJ,KOSPI,,181800,1,8800,5.09,177000,182300,171600,112095,19767300500,5304378236400,29176998,STK,,기타 금융업
123,088980,KR7088980008,맥쿼리인프라,KOSPI,,11060,1,130,1.19,10990,11090,10950,1468761,16191111940,5296877242580,478921993,STK,,신탁업 및 집합투자업
124,298380,KR7298380007,에이비엘바이오,KOSDAQ GLOBAL,기술성장기업부,93400,1,300,0.32,96600,96700,92500,194595,18250579800,5229229044200,55987463,KSQ,기술성장기업부,기초 의약물질 제조업
125,175330,KR7175330000,JB금융지주,KOSPI,,27350,1,1350,5.19,26800,27550,26250,464554,12571586550,5148735522400,188253584,STK,,기타 금융업
126,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,351000,1,64500,22.51,316000,369500,313500,563318,197683936000,5144616828000,14657028,KSQ,기술성장기업부,특수 목적용 기계 제조업
127,095340,KR7095340006,ISC,KOSDAQ,우량기업부,236500,1,46000,24.15,203000,238000,201000,725828,163233137750,5013104217000,21197058,KSQ,우량기업부,기계장비 및 관련 물품 도매업
128,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,133800,1,500,0.38,142900,143300,127400,990019,131502615050,5012673967800,37463931,KSQ,중견기업부,전자부품 제조업
129,018880,KR7018880005,한온시스템,KOSPI,,4800,1,570,13.48,4450,4845,4450,16565982,78334074104,4926060249600,1026262552,STK,,일반 목적용 기계 제조업
130,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,132900,2,-1900,-1.41,139800,139800,132200,142927,19216067000,4919880652200,37019418,KSQ,기술성장기업부,자연과학 및 공학 연구개발업
131,440110,KR7440110005,파두,KOSDAQ,기술성장기업부,98000,2,-1300,-1.31,105200,108800,96900,1056930,109321077800,4909489046000,50096827,KSQ,기술성장기업부,반도체 제조업
132,319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,168600,1,18800,12.55,171700,171800,151000,740938,119621359550,4883787980400,28966714,KSQ,우량기업부,특수 목적용 기계 제조업
133,336260,KR7336260005,두산퓨얼셀,KOSPI,,74300,1,3800,5.39,75000,75800,72100,145110,10741502750,4866183841800,65493726,STK,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
134,052690,KR7052690005,한전기술,KOSPI,,125900,1,9500,8.16,122500,127400,121500,71124,8813158450,4811898000000,38220000,STK,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
135,178320,KR7178320008,서진시스템,KOSDAQ,중견기업부,74500,3,0,0.0,77000,78300,69100,1598118,116828485600,4740565151500,63631747,KSQ,중견기업부,기타 전기장비 제조업
136,004020,KR7004020004,현대제철,KOSPI,,35500,1,3350,10.42,33800,36100,33300,837092,29012029100,4737325367500,133445785,STK,,1차 철강 제조업
137,000500,KR7000500009,가온전선,KOSPI,,280000,2,-44000,-13.58,347000,347000,275000,271747,79927614750,4632072200000,16543115,STK,,절연선 및 케이블 제조업
138,082740,KR7082740002,한화엔진,KOSPI,,55300,1,5200,10.38,54700,55800,52700,295627,16112658000,4614626952600,83447142,STK,,일반 목적용 기계 제조업
139,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,41150,1,350,0.86,41100,42250,39850,2857650,117329096850,4583124004850,111376039,KSQ,우량기업부,일반 목적용 기계 제조업
140,002380,KR7002380004,KCC,KOSPI,,530000,1,39500,8.05,517000,534000,513000,13021,6834690000,4554234880000,8592896,STK,,기타 화학제품 제조업
141,088350,KR7088350004,한화생명,KOSPI,,5050,1,300,6.32,4845,5050,4840,3368893,16790878431,4386076500000,868530000,STK,,보험업
142,022100,KR7022100002,포스코DX,KOSPI,,28150,1,1050,3.87,28000,28400,27300,290220,8100950400,4279777621350,152034729,STK,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
143,084370,KR7084370006,유진테크,KOSDAQ,우량기업부,183900,1,5600,3.14,187200,195000,169600,278469,50431424600,4214260123800,22916042,KSQ,우량기업부,특수 목적용 기계 제조업
144,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,78100,2,-3900,-4.76,83000,85000,77200,51662,4081817250,4195141500000,53715000,KSQ,벤처기업부,기초 의약물질 제조업
145,085620,KR7085620003,미래에셋생명,KOSPI,,30250,1,900,3.07,27400,31000,25900,4842878,138474957900,4089195000000,135180000,STK,,보험업
146,103590,KR7103590006,일진전기,KOSPI,,84100,1,6300,8.1,86800,86900,80300,315608,26219569800,4010341299000,47685390,STK,,절연선 및 케이블 제조업
147,450080,KR7450080007,에코프로머티,KOSPI,,56700,1,4000,7.59,55500,57200,54700,275479,15412089500,4009007916900,70705607,STK,,일차전지 및 이차전지 제조업
148,069960,KR7069960003,현대백화점,KOSPI,,183800,2,-3300,-1.76,185000,190000,174300,233873,42822233550,3963630825600,21564912,STK,,종합 소매업
149,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,89700,2,-4700,-4.98,95900,97000,89500,964476,89302454450,3929231985900,43804147,KSQ,기술성장기업부,자연과학 및 공학 연구개발업
150,489790,KR7489790006,한화비전,KOSPI,,76500,1,6200,8.82,73100,76800,71800,444792,33327950450,3862361835000,50488390,STK,,통신 및 방송 장비 제조업
151,051900,KR7051900009,LG생활건강,KOSPI,,247500,1,9000,3.77,242000,248500,238000,42360,10353827000,3784587345000,15291262,STK,,기타 화학제품 제조업
152,111770,KR7111770004,영원무역,KOSPI,,84900,1,4100,5.07,82000,85150,81200,51643,4330005600,3762043633200,44311468,STK,,상품 종합 도매업
153,080220,KR7080220007,제주반도체,KOSDAQ,우량기업부,106200,1,9200,9.48,102800,110800,101200,2445600,258078877100,3657828864600,34442833,KSQ,우량기업부,반도체 제조업
154,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,195300,2,-11700,-5.65,217000,217000,195250,55903,11287511200,3593943996300,18402171,KSQ,기술성장기업부,자연과학 및 공학 연구개발업
155,007810,KR7007810005,코리아써키트,KOSPI,,147100,1,7900,5.68,141800,148300,133100,360903,50601254000,3527843402000,23982620,STK,,전자부품 제조업
156,095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,180700,1,10100,5.92,182900,187700,165400,590336,102509324250,3498352000000,19360000,KSQ,우량기업부,특수 목적용 기계 제조업
157,012510,KR7012510004,더존비즈온,KOSPI,,120100,1,100,0.08,120000,120500,120000,28740,3449465100,3497778348300,29123883,STK,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
158,251270,KR7251270005,넷마블,KOSPI,,42450,2,-600,-1.39,43400,43550,41100,197567,8356213150,3478122538950,81934571,STK,,소프트웨어 개발 및 공급업
159,043260,KR7043260009,성호전자,KOSDAQ,우량기업부,48750,1,3200,7.03,48000,50500,46400,3883356,188094185100,3457487621250,70922823,KSQ,우량기업부,전자부품 제조업
160,035250,KR7035250000,강원랜드,KOSPI,,16000,1,400,2.56,15590,16060,15290,798785,12638584720,3423048000000,213940500,STK,,유원지 및 기타 오락관련 서비스업
161,357780,KR7357780006,솔브레인,KOSDAQ GLOBAL,우량기업부,436000,1,81000,22.82,360000,443500,357500,229300,94897884250,3391454776000,7778566,KSQ,우량기업부,기타 화학제품 제조업
162,036460,KR7036460004,한국가스공사,KOSPI,,36650,1,900,2.52,36000,36900,35750,177100,6442274575,3383271450000,92313000,STK,,연료용 가스 제조 및 배관공급업
